layer,tokens,time_us
gate_up_proj,8,110.113
act_fn,8,2.625
down_proj,8,64.608
layernorm,8,1.984
qkv_proj,8,36.832
qk_norm,8,1.889
qk_norm,8,1.728
rotary_emb,8,2.56
o_proj,8,27.072
layernorm,8,1.92
gate_up_proj,8,109.281
act_fn,8,2.593
down_proj,8,64.256
layernorm,8,2.016
qkv_proj,8,36.896
qk_norm,8,1.888
qk_norm,8,1.728
rotary_emb,8,2.56
o_proj,8,27.68
layernorm,8,1.92
gate_up_proj,8,108.961
act_fn,8,2.624
down_proj,8,63.873
layernorm,8,2.113
qkv_proj,8,36.641
qk_norm,8,1.92
qk_norm,8,1.728
rotary_emb,8,2.56
o_proj,8,27.616
layernorm,8,1.952
gate_up_proj,8,109.889
act_fn,8,2.657
down_proj,8,64.161
layernorm,8,2.016
qkv_proj,8,36.8
qk_norm,8,1.856
qk_norm,8,1.696
rotary_emb,8,2.593
o_proj,8,27.296
layernorm,8,1.983
gate_up_proj,8,108.673
act_fn,8,2.592
down_proj,8,63.968
layernorm,8,2.048
qkv_proj,8,36.993
qk_norm,8,1.856
qk_norm,8,1.696
rotary_emb,8,2.592
o_proj,8,27.424
layernorm,8,1.92
gate_up_proj,8,109.153
act_fn,8,2.593
down_proj,8,64.416
layernorm,8,2.016
qkv_proj,8,36.544
qk_norm,8,1.888
qk_norm,8,1.696
rotary_emb,8,2.592
o_proj,8,27.936
layernorm,8,1.92
gate_up_proj,8,109.761
act_fn,8,2.624
down_proj,8,64.768
layernorm,8,2.016
qkv_proj,8,36.801
qk_norm,8,1.856
qk_norm,8,1.663
rotary_emb,8,2.592
o_proj,8,27.584
layernorm,8,1.952
gate_up_proj,8,109.441
act_fn,8,2.56
down_proj,8,63.617
layernorm,8,2.017
qkv_proj,8,36.672
qk_norm,8,1.856
qk_norm,8,1.696
rotary_emb,8,2.623
o_proj,8,27.777
layernorm,8,1.92
gate_up_proj,8,108.768
act_fn,8,2.623
down_proj,8,64.032
layernorm,8,2.016
qkv_proj,8,36.576
qk_norm,8,1.888
qk_norm,8,1.696
rotary_emb,8,2.592
o_proj,8,27.488
layernorm,8,1.952
gate_up_proj,8,109.057
act_fn,8,2.624
down_proj,8,64.32
layernorm,8,2.017
qkv_proj,8,36.737
qk_norm,8,1.856
qk_norm,8,1.695
rotary_emb,8,2.56
o_proj,8,27.552
layernorm,8,1.952
gate_up_proj,8,109.057
act_fn,8,2.624
down_proj,8,64.16
layernorm,8,2.017
qkv_proj,8,37.024
qk_norm,8,1.856
qk_norm,8,1.696
rotary_emb,8,2.593
o_proj,8,27.008
layernorm,8,1.92
gate_up_proj,8,108.577
act_fn,8,2.592
down_proj,8,64.097
layernorm,8,2.016
qkv_proj,8,36.832
qk_norm,8,1.824
qk_norm,8,1.696
rotary_emb,8,2.592
o_proj,8,27.776
layernorm,8,1.952
gate_up_proj,8,108.992
act_fn,8,2.624
down_proj,8,64.256
layernorm,8,2.016
qkv_proj,8,37.216
qk_norm,8,1.857
qk_norm,8,1.664
rotary_emb,8,2.592
o_proj,8,27.679
layernorm,8,1.952
gate_up_proj,8,108.865
act_fn,8,2.592
down_proj,8,64.449
layernorm,8,2.048
qkv_proj,8,36.896
qk_norm,8,1.824
qk_norm,8,1.696
rotary_emb,8,2.592
o_proj,8,27.264
layernorm,8,1.92
gate_up_proj,8,108.321
act_fn,8,2.624
down_proj,8,63.712
layernorm,8,2.017
qkv_proj,8,36.864
qk_norm,8,1.856
qk_norm,8,1.696
rotary_emb,8,2.592
o_proj,8,27.872
layernorm,8,1.952
gate_up_proj,8,108.8
act_fn,8,2.624
down_proj,8,64.353
layernorm,8,2.016
qkv_proj,8,36.865
qk_norm,8,1.856
qk_norm,8,1.664
rotary_emb,8,2.528
o_proj,8,27.008
layernorm,8,1.952
gate_up_proj,8,108.608
act_fn,8,2.623
down_proj,8,63.905
layernorm,8,1.984
qkv_proj,8,36.896
qk_norm,8,1.824
qk_norm,8,1.664
rotary_emb,8,2.56
o_proj,8,27.552
layernorm,8,1.92
gate_up_proj,8,108.993
act_fn,8,2.656
down_proj,8,64.672
layernorm,8,2.016
qkv_proj,8,36.8
qk_norm,8,1.888
qk_norm,8,1.664
rotary_emb,8,2.592
o_proj,8,27.488
layernorm,8,1.983
gate_up_proj,8,109.249
act_fn,8,2.624
down_proj,8,64.608
layernorm,8,2.048
qkv_proj,8,36.608
qk_norm,8,1.856
qk_norm,8,1.663
rotary_emb,8,2.592
o_proj,8,26.592
layernorm,8,1.953
gate_up_proj,8,109.793
act_fn,8,2.592
down_proj,8,64.257
layernorm,8,1.983
qkv_proj,8,36.928
qk_norm,8,1.824
qk_norm,8,1.696
rotary_emb,8,2.528
o_proj,8,27.936
layernorm,8,1.92
gate_up_proj,8,108.513
act_fn,8,2.656
down_proj,8,64.289
layernorm,8,2.016
qkv_proj,8,36.545
qk_norm,8,1.888
qk_norm,8,1.696
rotary_emb,8,2.56
o_proj,8,27.488
layernorm,8,1.92
gate_up_proj,8,110.305
act_fn,8,2.623
down_proj,8,64.033
layernorm,8,2.016
qkv_proj,8,37.12
qk_norm,8,1.855
qk_norm,8,1.664
rotary_emb,8,2.592
o_proj,8,27.744
layernorm,8,1.92
gate_up_proj,8,108.513
act_fn,8,2.592
down_proj,8,63.777
layernorm,8,1.984
qkv_proj,8,36.544
qk_norm,8,1.856
qk_norm,8,1.663
rotary_emb,8,2.528
o_proj,8,27.713
layernorm,8,1.952
gate_up_proj,8,110.368
act_fn,8,2.593
down_proj,8,64.032
layernorm,8,1.984
qkv_proj,8,36.8
qk_norm,8,1.823
qk_norm,8,1.696
rotary_emb,8,2.56
o_proj,8,27.807
layernorm,8,1.952
gate_up_proj,8,108.961
act_fn,8,2.624
down_proj,8,64.48
layernorm,8,2.048
qkv_proj,8,36.512
qk_norm,8,1.888
qk_norm,8,1.728
rotary_emb,8,2.56
o_proj,8,27.265
layernorm,8,1.92
gate_up_proj,8,109.665
act_fn,8,2.623
down_proj,8,63.969
layernorm,8,1.984
qkv_proj,8,36.928
qk_norm,8,1.857
qk_norm,8,1.696
rotary_emb,8,2.56
o_proj,8,27.009
layernorm,8,1.92
gate_up_proj,8,108.897
act_fn,8,2.624
down_proj,8,64.257
layernorm,8,1.984
qkv_proj,8,36.96
qk_norm,8,1.888
qk_norm,8,1.696
rotary_emb,8,2.592
o_proj,8,27.488
layernorm,8,1.919
gate_up_proj,8,110.209
act_fn,8,2.624
down_proj,8,64.225
final_layernorm,8,2.048
embedding,8,4.511
layernorm,8,1.791
qkv_proj,8,35.968
qk_norm,8,1.888
qk_norm,8,1.697
rotary_emb,8,2.528
o_proj,8,27.168
layernorm,8,1.952
gate_up_proj,8,110.209
act_fn,8,2.624
down_proj,8,64.097
layernorm,8,2.016
qkv_proj,8,36.897
qk_norm,8,1.856
qk_norm,8,1.663
rotary_emb,8,2.592
o_proj,8,27.776
layernorm,8,1.952
gate_up_proj,8,109.121
act_fn,8,2.624
down_proj,8,64.832
layernorm,8,1.983
qkv_proj,8,36.544
qk_norm,8,1.888
qk_norm,8,1.664
rotary_emb,8,2.593
o_proj,8,27.296
layernorm,8,1.92
gate_up_proj,8,110.881
act_fn,8,2.625
down_proj,8,64.065
layernorm,8,2.112
qkv_proj,8,37.248
qk_norm,8,1.856
qk_norm,8,1.696
rotary_emb,8,2.56
o_proj,8,27.52
layernorm,8,1.952
gate_up_proj,8,108.993
act_fn,8,2.592
down_proj,8,64.928
layernorm,8,2.016
qkv_proj,8,36.96
qk_norm,8,1.856
qk_norm,8,1.697
rotary_emb,8,2.656
o_proj,8,28.417
layernorm,8,1.92
gate_up_proj,8,111.233
act_fn,8,2.657
down_proj,8,64.448
layernorm,8,2.016
qkv_proj,8,36.769
qk_norm,8,1.856
qk_norm,8,1.663
rotary_emb,8,2.592
o_proj,8,28.16
layernorm,8,1.951
gate_up_proj,8,109.345
act_fn,8,2.623
down_proj,8,64.416
layernorm,8,1.984
qkv_proj,8,37.024
qk_norm,8,1.857
qk_norm,8,1.696
rotary_emb,8,2.624
o_proj,8,27.073
layernorm,8,1.984
gate_up_proj,8,108.769
act_fn,8,2.592
down_proj,8,64.353
layernorm,8,2.112
qkv_proj,8,37.153
qk_norm,8,1.856
qk_norm,8,1.697
rotary_emb,8,2.56
o_proj,8,27.648
layernorm,8,1.92
gate_up_proj,8,109.121
act_fn,8,2.657
down_proj,8,64.161
layernorm,8,1.984
qkv_proj,8,36.545
qk_norm,8,1.889
qk_norm,8,1.664
rotary_emb,8,2.592
o_proj,8,28.48
layernorm,8,1.983
gate_up_proj,8,109.281
act_fn,8,2.624
down_proj,8,63.968
layernorm,8,2.017
qkv_proj,8,37.024
qk_norm,8,1.889
qk_norm,8,1.696
rotary_emb,8,2.528
o_proj,8,27.328
layernorm,8,1.952
gate_up_proj,8,109.409
act_fn,8,2.592
down_proj,8,64.385
layernorm,8,1.984
qkv_proj,8,36.673
qk_norm,8,1.856
qk_norm,8,1.696
rotary_emb,8,2.592
o_proj,8,26.976
layernorm,8,1.952
gate_up_proj,8,108.577
act_fn,8,2.624
down_proj,8,63.392
layernorm,8,2.016
qkv_proj,8,36.736
qk_norm,8,1.888
qk_norm,8,1.728
rotary_emb,8,2.528
o_proj,8,27.264
layernorm,8,2.016
gate_up_proj,8,110.465
act_fn,8,2.624
down_proj,8,63.553
layernorm,8,2.017
qkv_proj,8,36.768
qk_norm,8,1.888
qk_norm,8,1.696
rotary_emb,8,2.593
o_proj,8,27.712
layernorm,8,1.951
gate_up_proj,8,108.929
act_fn,8,2.624
down_proj,8,64.128
layernorm,8,2.015
qkv_proj,8,36.512
qk_norm,8,1.888
qk_norm,8,1.664
rotary_emb,8,2.528
o_proj,8,27.361
layernorm,8,1.92
gate_up_proj,8,108.961
act_fn,8,2.656
down_proj,8,64.0
layernorm,8,2.016
qkv_proj,8,36.992
qk_norm,8,1.857
qk_norm,8,1.664
rotary_emb,8,2.591
o_proj,8,27.424
layernorm,8,1.952
gate_up_proj,8,109.537
act_fn,8,2.656
down_proj,8,64.321
layernorm,8,2.017
qkv_proj,8,36.672
qk_norm,8,1.856
qk_norm,8,1.696
rotary_emb,8,2.56
o_proj,8,26.976
layernorm,8,1.92
gate_up_proj,8,108.512
act_fn,8,2.593
down_proj,8,63.553
layernorm,8,2.016
qkv_proj,8,36.608
qk_norm,8,1.92
qk_norm,8,1.695
rotary_emb,8,2.656
o_proj,8,28.672
layernorm,8,1.92
gate_up_proj,8,108.256
act_fn,8,2.656
down_proj,8,64.64
layernorm,8,2.016
qkv_proj,8,36.768
qk_norm,8,1.889
qk_norm,8,1.728
rotary_emb,8,2.656
o_proj,8,27.584
layernorm,8,1.952
gate_up_proj,8,108.865
act_fn,8,2.624
down_proj,8,64.896
layernorm,8,2.143
qkv_proj,8,36.608
qk_norm,8,1.856
qk_norm,8,1.696
rotary_emb,8,2.752
o_proj,8,27.233
layernorm,8,1.952
gate_up_proj,8,109.409
act_fn,8,2.624
down_proj,8,64.129
layernorm,8,2.015
qkv_proj,8,36.48
qk_norm,8,1.824
qk_norm,8,1.664
rotary_emb,8,2.56
o_proj,8,27.169
layernorm,8,1.92
gate_up_proj,8,108.608
act_fn,8,2.592
down_proj,8,65.345
layernorm,8,2.048
qkv_proj,8,36.833
qk_norm,8,1.856
qk_norm,8,1.696
rotary_emb,8,2.752
o_proj,8,28.256
layernorm,8,1.952
gate_up_proj,8,108.993
act_fn,8,2.625
down_proj,8,63.936
layernorm,8,1.984
qkv_proj,8,36.928
qk_norm,8,1.856
qk_norm,8,1.664
rotary_emb,8,2.592
o_proj,8,27.776
layernorm,8,1.952
gate_up_proj,8,108.577
act_fn,8,2.624
down_proj,8,63.905
layernorm,8,2.08
qkv_proj,8,37.12
qk_norm,8,1.856
qk_norm,8,1.664
rotary_emb,8,2.592
o_proj,8,27.648
layernorm,8,1.92
gate_up_proj,8,108.321
act_fn,8,2.624
down_proj,8,64.129
layernorm,8,2.113
qkv_proj,8,36.833
qk_norm,8,1.888
qk_norm,8,1.696
rotary_emb,8,2.56
o_proj,8,27.585
layernorm,8,1.952
gate_up_proj,8,108.993
act_fn,8,2.624
down_proj,8,64.641
layernorm,8,2.016
qkv_proj,8,37.089
qk_norm,8,1.856
qk_norm,8,1.697
rotary_emb,8,2.624
o_proj,8,27.104
layernorm,8,1.953
gate_up_proj,8,108.545
act_fn,8,2.592
down_proj,8,64.384
layernorm,8,1.984
qkv_proj,8,36.768
qk_norm,8,1.856
qk_norm,8,1.664
rotary_emb,8,2.625
o_proj,8,27.296
layernorm,8,1.952
gate_up_proj,8,109.473
act_fn,8,2.624
down_proj,8,64.288
layernorm,8,2.016
qkv_proj,8,36.8
qk_norm,8,1.856
qk_norm,8,1.696
rotary_emb,8,2.623
o_proj,8,27.232
layernorm,8,1.92
gate_up_proj,8,108.801
act_fn,8,2.656
down_proj,8,64.512
layernorm,8,2.016
qkv_proj,8,36.48
qk_norm,8,1.856
qk_norm,8,1.696
rotary_emb,8,2.592
o_proj,8,27.296
layernorm,8,1.952
gate_up_proj,8,109.473
act_fn,8,2.656
down_proj,8,63.713
layernorm,8,2.048
qkv_proj,8,37.024
qk_norm,8,1.888
qk_norm,8,1.695
rotary_emb,8,2.592
o_proj,8,27.936
layernorm,8,1.92
gate_up_proj,8,108.193
act_fn,8,2.625
down_proj,8,63.68
layernorm,8,2.08
qkv_proj,8,36.479
qk_norm,8,1.856
qk_norm,8,1.696
rotary_emb,8,2.624
o_proj,8,27.84
layernorm,8,1.952
gate_up_proj,8,110.113
act_fn,8,2.624
down_proj,8,64.064
layernorm,8,2.016
qkv_proj,8,36.832
qk_norm,8,1.889
qk_norm,8,1.664
rotary_emb,8,2.56
o_proj,8,27.2
layernorm,8,1.953
gate_up_proj,8,109.025
act_fn,8,2.624
down_proj,8,63.681
layernorm,8,2.017
qkv_proj,8,36.736
qk_norm,8,1.857
qk_norm,8,1.664
rotary_emb,8,2.688
o_proj,8,28.449
layernorm,8,1.952
gate_up_proj,8,110.305
act_fn,8,2.624
down_proj,8,64.097
layernorm,8,2.016
qkv_proj,8,36.736
qk_norm,8,1.855
qk_norm,8,1.664
rotary_emb,8,2.592
o_proj,8,28.352
layernorm,8,1.952
gate_up_proj,8,109.089
act_fn,8,2.624
down_proj,8,63.777
layernorm,8,2.08
qkv_proj,8,36.8
qk_norm,8,1.92
qk_norm,8,1.696
rotary_emb,8,2.592
o_proj,8,27.169
layernorm,8,1.952
gate_up_proj,8,109.984
act_fn,8,2.655
down_proj,8,64.961
layernorm,8,2.016
qkv_proj,8,36.768
qk_norm,8,1.856
qk_norm,8,1.664
rotary_emb,8,2.56
o_proj,8,27.296
layernorm,8,1.952
gate_up_proj,8,108.833
act_fn,8,2.624
down_proj,8,64.384
layernorm,8,1.984
qkv_proj,8,36.769
qk_norm,8,1.888
qk_norm,8,1.696
rotary_emb,8,2.56
o_proj,8,27.488
layernorm,8,1.953
gate_up_proj,8,110.913
act_fn,8,2.624
down_proj,8,64.705
final_layernorm,8,2.048
embedding,8,4.4799999999999995
layernorm,8,1.792
qkv_proj,8,36.128
qk_norm,8,1.888
qk_norm,8,1.696
rotary_emb,8,2.464
o_proj,8,27.168
layernorm,8,1.952
gate_up_proj,8,110.721
act_fn,8,2.624
down_proj,8,64.16
layernorm,8,1.983
qkv_proj,8,37.024
qk_norm,8,1.824
qk_norm,8,1.664
rotary_emb,8,2.56
o_proj,8,27.328
layernorm,8,1.92
gate_up_proj,8,109.089
act_fn,8,2.592
down_proj,8,64.449
layernorm,8,1.984
qkv_proj,8,36.449
qk_norm,8,1.889
qk_norm,8,1.696
rotary_emb,8,2.592
o_proj,8,28.032
layernorm,8,1.952
gate_up_proj,8,111.329
act_fn,8,2.624
down_proj,8,64.257
layernorm,8,2.016
qkv_proj,8,37.313
qk_norm,8,1.888
qk_norm,8,1.696
rotary_emb,8,2.592
o_proj,8,27.584
layernorm,8,1.952
gate_up_proj,8,108.673
act_fn,8,2.624
down_proj,8,64.224
layernorm,8,2.017
qkv_proj,8,36.96
qk_norm,8,1.857
qk_norm,8,1.696
rotary_emb,8,2.592
o_proj,8,28.128
layernorm,8,1.92
gate_up_proj,8,109.569
act_fn,8,2.624
down_proj,8,64.417
layernorm,8,1.983
qkv_proj,8,36.992
qk_norm,8,1.856
qk_norm,8,1.696
rotary_emb,8,2.592
o_proj,8,28.448
layernorm,8,1.952
gate_up_proj,8,110.304
act_fn,8,2.591
down_proj,8,65.12
layernorm,8,2.016
qkv_proj,8,37.057
qk_norm,8,1.856
qk_norm,8,1.696
rotary_emb,8,2.592
o_proj,8,27.233
layernorm,8,1.952
gate_up_proj,8,109.313
act_fn,8,2.624
down_proj,8,64.256
layernorm,8,1.984
qkv_proj,8,37.12
qk_norm,8,1.92
qk_norm,8,1.664
rotary_emb,8,2.592
o_proj,8,27.232
layernorm,8,1.92
gate_up_proj,8,109.473
act_fn,8,2.624
down_proj,8,64.448
layernorm,8,2.08
qkv_proj,8,36.896
qk_norm,8,1.824
qk_norm,8,1.696
rotary_emb,8,2.592
o_proj,8,28.256
layernorm,8,1.952
gate_up_proj,8,109.473
act_fn,8,2.624
down_proj,8,64.929
layernorm,8,1.984
qkv_proj,8,36.8
qk_norm,8,1.856
qk_norm,8,1.727
rotary_emb,8,2.592
o_proj,8,27.104
layernorm,8,2.048
gate_up_proj,8,109.376
act_fn,8,2.593
down_proj,8,64.417
layernorm,8,2.016
qkv_proj,8,36.8
qk_norm,8,1.856
qk_norm,8,1.728
rotary_emb,8,2.56
o_proj,8,27.296
layernorm,8,1.92
gate_up_proj,8,108.609
act_fn,8,2.624
down_proj,8,63.968
layernorm,8,2.016
qkv_proj,8,36.736
qk_norm,8,1.889
qk_norm,8,1.728
rotary_emb,8,2.592
o_proj,8,27.328
layernorm,8,1.921
gate_up_proj,8,109.729
act_fn,8,2.624
down_proj,8,63.937
layernorm,8,1.985
qkv_proj,8,36.64
qk_norm,8,1.857
qk_norm,8,1.696
rotary_emb,8,2.56
o_proj,8,27.648
layernorm,8,1.952
gate_up_proj,8,108.481
act_fn,8,2.656
down_proj,8,64.032
layernorm,8,1.985
qkv_proj,8,36.896
qk_norm,8,1.856
qk_norm,8,1.696
rotary_emb,8,2.625
o_proj,8,27.328
layernorm,8,1.92
gate_up_proj,8,108.929
act_fn,8,2.592
down_proj,8,63.936
layernorm,8,2.015
qkv_proj,8,36.64
qk_norm,8,1.888
qk_norm,8,1.696
rotary_emb,8,2.625
o_proj,8,27.584
layernorm,8,1.92
gate_up_proj,8,109.249
act_fn,8,2.593
down_proj,8,64.257
layernorm,8,2.016
qkv_proj,8,36.704
qk_norm,8,1.856
qk_norm,8,1.695
rotary_emb,8,2.56
o_proj,8,27.488
layernorm,8,1.92
gate_up_proj,8,108.705
act_fn,8,2.593
down_proj,8,64.288
layernorm,8,2.048
qkv_proj,8,36.513
qk_norm,8,1.888
qk_norm,8,1.697
rotary_emb,8,2.592
o_proj,8,28.449
layernorm,8,1.952
gate_up_proj,8,108.641
act_fn,8,2.624
down_proj,8,63.841
layernorm,8,2.016
qkv_proj,8,36.545
qk_norm,8,1.888
qk_norm,8,1.728
rotary_emb,8,2.56
o_proj,8,27.585
layernorm,8,1.952
gate_up_proj,8,109.121
act_fn,8,2.657
down_proj,8,64.769
layernorm,8,1.984
qkv_proj,8,36.512
qk_norm,8,1.888
qk_norm,8,1.697
rotary_emb,8,2.592
o_proj,8,26.816
layernorm,8,1.952
gate_up_proj,8,109.281
act_fn,8,2.592
down_proj,8,64.544
layernorm,8,1.984
qkv_proj,8,36.512
qk_norm,8,1.857
qk_norm,8,1.664
rotary_emb,8,2.625
o_proj,8,27.264
layernorm,8,1.92
gate_up_proj,8,108.289
act_fn,8,2.624
down_proj,8,63.969
layernorm,8,2.08
qkv_proj,8,36.576
qk_norm,8,1.824
qk_norm,8,1.696
rotary_emb,8,2.592
o_proj,8,27.68
layernorm,8,1.951
gate_up_proj,8,109.057
act_fn,8,2.624
down_proj,8,64.544
layernorm,8,1.985
qkv_proj,8,36.96
qk_norm,8,1.855
qk_norm,8,1.696
rotary_emb,8,2.56
o_proj,8,27.456
layernorm,8,1.952
gate_up_proj,8,108.737
act_fn,8,2.592
down_proj,8,63.52
layernorm,8,2.111
qkv_proj,8,37.088
qk_norm,8,1.887
qk_norm,8,1.696
rotary_emb,8,2.624
o_proj,8,27.456
layernorm,8,1.92
gate_up_proj,8,108.289
act_fn,8,2.624
down_proj,8,64.385
layernorm,8,2.015
qkv_proj,8,36.832
qk_norm,8,1.888
qk_norm,8,1.728
rotary_emb,8,2.56
o_proj,8,27.68
layernorm,8,1.952
gate_up_proj,8,108.801
act_fn,8,2.624
down_proj,8,64.289
layernorm,8,2.048
qkv_proj,8,37.088
qk_norm,8,1.888
qk_norm,8,1.697
rotary_emb,8,2.56
o_proj,8,27.2
layernorm,8,1.952
gate_up_proj,8,108.8
act_fn,8,2.624
down_proj,8,64.256
layernorm,8,2.016
qkv_proj,8,37.056
qk_norm,8,1.856
qk_norm,8,1.663
rotary_emb,8,2.528
o_proj,8,27.392
layernorm,8,1.952
gate_up_proj,8,109.632
act_fn,8,2.625
down_proj,8,64.961
layernorm,8,1.984
qkv_proj,8,36.801
qk_norm,8,1.824
qk_norm,8,1.664
rotary_emb,8,2.56
o_proj,8,27.2
layernorm,8,1.952
gate_up_proj,8,109.184
act_fn,8,2.623
down_proj,8,64.64
layernorm,8,1.984
qkv_proj,8,36.544
qk_norm,8,1.824
qk_norm,8,1.664
rotary_emb,8,2.56
o_proj,8,27.104
layernorm,8,1.92
gate_up_proj,8,109.856
act_fn,8,2.624
down_proj,8,64.001
layernorm,8,1.984
qkv_proj,8,36.672
qk_norm,8,1.856
qk_norm,8,1.696
rotary_emb,8,2.592
o_proj,8,27.808
layernorm,8,1.953
gate_up_proj,8,108.609
act_fn,8,2.624
down_proj,8,64.928
layernorm,8,2.016
qkv_proj,8,36.48
qk_norm,8,1.855
qk_norm,8,1.696
rotary_emb,8,2.528
o_proj,8,27.36
layernorm,8,1.921
gate_up_proj,8,110.945
act_fn,8,2.624
down_proj,8,64.48
layernorm,8,2.048
qkv_proj,8,36.864
qk_norm,8,1.825
qk_norm,8,1.728
rotary_emb,8,2.592
o_proj,8,27.072
layernorm,8,1.952
gate_up_proj,8,109.025
act_fn,8,2.592
down_proj,8,64.128
layernorm,8,1.984
qkv_proj,8,36.864
qk_norm,8,1.856
qk_norm,8,1.696
rotary_emb,8,2.527
o_proj,8,27.969
layernorm,8,1.92
gate_up_proj,8,109.825
act_fn,8,2.624
down_proj,8,64.513
layernorm,8,2.016
qkv_proj,8,36.897
qk_norm,8,1.824
qk_norm,8,1.664
rotary_emb,8,2.528
o_proj,8,28.256
layernorm,8,1.952
gate_up_proj,8,109.537
act_fn,8,2.624
down_proj,8,64.097
layernorm,8,1.984
qkv_proj,8,36.737
qk_norm,8,1.888
qk_norm,8,1.728
rotary_emb,8,2.656
o_proj,8,27.136
layernorm,8,1.92
gate_up_proj,8,109.888
act_fn,8,2.625
down_proj,8,64.097
layernorm,8,2.016
qkv_proj,8,36.801
qk_norm,8,1.856
qk_norm,8,1.663
rotary_emb,8,2.592
o_proj,8,26.784
layernorm,8,1.952
gate_up_proj,8,109.665
act_fn,8,2.624
down_proj,8,64.705
layernorm,8,2.048
qkv_proj,8,36.609
qk_norm,8,1.888
qk_norm,8,1.728
rotary_emb,8,2.528
o_proj,8,27.392
layernorm,8,1.952
gate_up_proj,8,110.337
act_fn,8,2.624
down_proj,8,64.672
final_layernorm,8,2.08
embedding,64,2.849
layernorm,64,1.952
qkv_proj,64,42.721
qk_norm,64,2.784
qk_norm,64,1.952
rotary_emb,64,2.495
o_proj,64,28.896
layernorm,64,2.144
gate_up_proj,64,122.913
act_fn,64,2.72
down_proj,64,60.448
layernorm,64,2.271
qkv_proj,64,42.465
qk_norm,64,2.752
qk_norm,64,1.92
rotary_emb,64,2.624
o_proj,64,28.575
layernorm,64,2.144
gate_up_proj,64,122.336
act_fn,64,2.72
down_proj,64,59.489000000000004
layernorm,64,2.272
qkv_proj,64,41.664
qk_norm,64,2.783
qk_norm,64,1.92
rotary_emb,64,2.657
o_proj,64,28.961000000000002
layernorm,64,2.112
gate_up_proj,64,122.688
act_fn,64,2.72
down_proj,64,60.608000000000004
layernorm,64,2.272
qkv_proj,64,42.176
qk_norm,64,2.752
qk_norm,64,1.952
rotary_emb,64,2.593
o_proj,64,28.768
layernorm,64,2.176
gate_up_proj,64,121.857
act_fn,64,2.72
down_proj,64,60.608000000000004
layernorm,64,2.24
qkv_proj,64,41.696
qk_norm,64,2.72
qk_norm,64,1.92
rotary_emb,64,2.688
o_proj,64,28.544
layernorm,64,2.336
gate_up_proj,64,122.657
act_fn,64,2.752
down_proj,64,60.001
layernorm,64,2.4
qkv_proj,64,42.753
qk_norm,64,2.752
qk_norm,64,1.92
rotary_emb,64,2.656
o_proj,64,28.736
layernorm,64,2.271
gate_up_proj,64,122.04899999999999
act_fn,64,2.72
down_proj,64,60.224
layernorm,64,2.272
qkv_proj,64,42.88
qk_norm,64,2.753
qk_norm,64,1.952
rotary_emb,64,2.688
o_proj,64,28.896
layernorm,64,2.144
gate_up_proj,64,123.393
act_fn,64,2.752
down_proj,64,60.96
layernorm,64,2.336
qkv_proj,64,42.72
qk_norm,64,2.72
qk_norm,64,1.92
rotary_emb,64,2.593
o_proj,64,28.641000000000002
layernorm,64,2.144
gate_up_proj,64,121.665
act_fn,64,2.784
down_proj,64,60.288000000000004
layernorm,64,2.24
qkv_proj,64,42.112
qk_norm,64,2.72
qk_norm,64,1.92
rotary_emb,64,2.688
o_proj,64,28.673000000000002
layernorm,64,2.112
gate_up_proj,64,121.825
act_fn,64,2.72
down_proj,64,60.736000000000004
layernorm,64,2.273
qkv_proj,64,41.92
qk_norm,64,2.752
qk_norm,64,1.952
rotary_emb,64,2.592
o_proj,64,28.864
layernorm,64,2.304
gate_up_proj,64,121.089
act_fn,64,2.72
down_proj,64,60.673
layernorm,64,2.368
qkv_proj,64,41.376
qk_norm,64,2.784
qk_norm,64,1.952
rotary_emb,64,2.592
o_proj,64,28.96
layernorm,64,2.112
gate_up_proj,64,122.56099999999999
act_fn,64,2.752
down_proj,64,60.384
layernorm,64,2.496
qkv_proj,64,41.44
qk_norm,64,2.752
qk_norm,64,1.952
rotary_emb,64,2.625
o_proj,64,28.96
layernorm,64,2.144
gate_up_proj,64,122.241
act_fn,64,2.72
down_proj,64,61.089
layernorm,64,2.4
qkv_proj,64,41.376
qk_norm,64,2.72
qk_norm,64,1.952
rotary_emb,64,2.592
o_proj,64,28.481
layernorm,64,2.08
gate_up_proj,64,122.656
act_fn,64,2.72
down_proj,64,59.936
layernorm,64,2.24
qkv_proj,64,41.856
qk_norm,64,2.752
qk_norm,64,1.92
rotary_emb,64,2.593
o_proj,64,28.672
layernorm,64,2.112
gate_up_proj,64,123.328
act_fn,64,2.72
down_proj,64,60.16
layernorm,64,2.208
qkv_proj,64,41.472
qk_norm,64,2.753
qk_norm,64,1.952
rotary_emb,64,2.624
o_proj,64,28.546
layernorm,64,2.144
gate_up_proj,64,121.91900000000001
act_fn,64,2.688
down_proj,64,60.704
layernorm,64,2.272
qkv_proj,64,41.153
qk_norm,64,2.72
qk_norm,64,1.952
rotary_emb,64,2.56
o_proj,64,28.801000000000002
layernorm,64,2.177
gate_up_proj,64,124.64
act_fn,64,2.72
down_proj,64,60.641
layernorm,64,2.272
qkv_proj,64,41.568
qk_norm,64,2.752
qk_norm,64,1.952
rotary_emb,64,2.624
o_proj,64,28.832
layernorm,64,2.112
gate_up_proj,64,122.20899999999999
act_fn,64,2.752
down_proj,64,60.545
layernorm,64,2.272
